game,platform,genre,release_date,metascore,genre_code_RAWG,months_from_release
Mighty No. 9,WIIU,Platformer,2016-06-21,48,83.0,46
Paranautical Activity,XONE,Action,2016-04-29,48,4.0,48
A Bastard's Tale,PS4,Action,2016-10-04,48,4.0,42
Soul Axiom,PS4,Adventure,2016-06-07,47,3.0,46
Bus Simulator 16,PC,Simulation,2016-03-02,46,14.0,49
Zenith,PS4,Role-Playing,2016-09-20,46,5.0,43
Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS4,Action,2016-05-24,44,4.0,47
Harmonix Music VR,PS4,Action,2016-10-10,44,4.0,42
MilitAnt,PS4,Action,2016-07-12,44,4.0,45
Bombshell (2016),PC,Role-Playing,2016-01-29,43,5.0,51
Super Dungeon Bros,PS4,Action,2016-11-01,43,4.0,41
Dead or Alive Xtreme 3: Fortune,PS4,Sports,2016-03-24,43,15.0,49
Surgeon Simulator: Experience Reality,PS4,Simulation,2016-12-03,43,14.0,40
One Way Trip,PS4,Action,2016-08-30,41,4.0,44
Slain!,PC,Action,2016-03-24,40,4.0,49
Ace Banana,PS4,Action,2016-10-13,40,4.0,42
Crystal Rift,PS4,Role-Playing,2016-11-29,37,5.0,41
Coffin Dodgers,PS4,Racing,2016-05-03,36,1.0,47
Alekhine's Gun,PS4,Action Adventure,2016-03-01,36,3.0,49
Umbrella Corps,PC,Action,2016-06-21,36,4.0,46
7 Days to Die,XONE,Action,2016-06-28,35,4.0,46
Langrisser Re:Incarnation -TENSEI-,3DS,Strategy,2016-04-19,35,10.0,48
Weeping Doll,PS4,Adventure,2016-10-27,32,3.0,42
Dino Dini's Kick Off Revival,PS4,Sports,2016-06-23,31,15.0,46
Ghostbusters,PS4,Action,2016-07-12,30,4.0,45
The Legend of Zelda: Breath of the Wild,Switch,Action Adventure,2017-03-03,97,3.0,37
Super Mario Odyssey,Switch,Action,2017-10-27,97,4.0,30
Divinity: Original Sin II,PC,Action RPG,2017-09-14,93,5.0,31
Persona 5,PS4,Role-Playing,2017-04-04,93,5.0,36
SteamWorld Heist: Ultimate Edition,Switch,Strategy,2017-12-28,91,10.0,28
Shovel Knight: Treasure Trove,Switch,Action,2017-03-03,91,4.0,37
Lone Echo,PC,Action Adventure,2017-07-20,89,3.0,33
Rez Infinite,PC,Action,2017-08-09,89,4.0,32
Horizon Zero Dawn,PS4,Role-Playing,2017-02-28,89,5.0,38
XCOM 2: War of the Chosen,PC,Strategy,2017-08-29,88,10.0,32
What Remains of Edith Finch,PS4,General,2017-04-25,88,40.0,36
Cave Story +,Switch,Action,2017-06-20,88,4.0,34
Nioh,PS4,Role-Playing,2017-02-07,88,5.0,38
Stardew Valley,Switch,Role-Playing,2017-10-05,87,5.0,30
Final Fantasy XIV: Stormblood,PC,Role-Playing,2017-06-20,87,5.0,34
Enter the Gungeon,Switch,Action,2017-12-14,87,4.0,28
Raw Data,PC,Action,2017-10-05,87,4.0,30
Axiom Verge,Switch,Action Adventure,2017-10-05,87,3.0,30
Total War: WARHAMMER II,PC,Strategy,2017-09-28,87,10.0,31
Forza Horizon 3: Hot Wheels,XONE,Racing,2017-05-09,87,1.0,35
Rocket League,Switch,Sports,2017-11-14,86,15.0,29
Cuphead,XONE,Action,2017-09-29,86,4.0,31
Minecraft: Switch Edition,Switch,Action Adventure,2017-05-11,86,3.0,35
Robo Recall,PC,Action,2017-03-01,86,4.0,37
Guilty Gear Xrd: Rev 2,PS4,Action,2017-05-26,86,4.0,35
Injustice 2,PC,Action,2017-11-30,86,4.0,29
Thumper,Switch,Action,2017-05-18,85,4.0,35
Metroid: Samus Returns,3DS,Action Adventure,2017-09-15,85,3.0,31
Dragon Quest VIII: Journey of the Cursed King,3DS,Role-Playing,2017-01-20,85,5.0,39
Pillars of Eternity: Complete Edition,PS4,Role-Playing,2017-08-29,85,5.0,32
Paradigm,PC,Adventure,2017-04-05,85,3.0,36
Battlerite,PC,Strategy,2017-11-08,85,10.0,29
Nioh: Bloodshed's End,PS4,Role-Playing,2017-09-26,85,5.0,31
The Binding of Isaac: Afterbirth +,Switch,Action,2017-03-17,85,4.0,37
Galactic Civilizations III: Crusade,PC,Strategy,2017-05-04,85,10.0,35
SteamWorld Dig 2,PC,Action,2017-09-22,85,4.0,31
MLB The Show 17,PS4,Sports,2017-03-28,85,15.0,37
Wipeout: Omega Collection,PS4,Racing,2017-06-06,85,1.0,34
Mutant Mudds Collection,Switch,Action,2017-12-14,85,4.0,28
NeuroVoider,Switch,Action,2017-09-07,85,4.0,31
Starcraft Remastered,PC,Strategy,2017-08-14,85,10.0,32
Shadow Tactics: Blades of the Shogun,PS4,Strategy,2017-08-01,85,10.0,32
Planescape: Torment - Enhanced Edition,PC,Role-Playing,2017-04-11,85,5.0,36
Mario + Rabbids: Kingdom Battle,Switch,Action,2017-08-29,85,4.0,32
Statik,PS4,Adventure,2017-04-24,84,3.0,36
Pokemon Ultra Sun,3DS,Role-Playing,2017-11-17,84,5.0,29
Shovel Knight: Specter of Torment,Switch,Action,2017-03-03,84,4.0,37
Rakuen,PC,Adventure,2017-05-10,84,3.0,35
Rayman Legends: Definitive Edition,Switch,Action,2017-09-12,84,4.0,31
F1 2017,XONE,Racing,2017-08-25,84,1.0,32
The Elder Scrolls V: Skyrim,Switch,Role-Playing,2017-11-17,84,5.0,29
Lovers in a Dangerous Spacetime,Switch,Action,2017-10-03,84,4.0,30
Enter The Gungeon,XONE,Action,2017-04-05,84,4.0,36
Nex Machina: Death Machine,PC,Action,2017-06-20,84,4.0,34
Polybius,PS4,Action,2017-05-09,84,4.0,35
Uncharted: The Lost Legacy,PS4,Action,2017-08-22,84,4.0,32
"Snipperclips Plus: Cut It Out, Together!",Switch,Puzzle,2017-11-10,84,7.0,29
Hatsune Miku: Project Diva Future Tone - Colorful Tone,PS4,Action,2017-01-10,84,4.0,39
Hatsune Miku: Project Diva Future Tone - Future Sound,PS4,Action,2017-01-10,84,4.0,39
NieR: Automata,PC,Role-Playing,2017-03-17,84,5.0,37
Pokemon Ultra Moon,3DS,Role-Playing,2017-11-17,84,5.0,29
Nioh: Complete Edition,PC,Role-Playing,2017-11-07,84,5.0,29
Assault Android Cactus,XONE,Action,2017-11-07,84,4.0,29
World of Goo,Switch,Puzzle,2017-03-16,84,7.0,37
Hakuoki: Kyoto Winds,VITA,Adventure,2017-05-16,83,3.0,35
Guild Wars 2: Path of Fire,PC,Role-Playing,2017-09-22,83,5.0,31
Sonic Mania,XONE,Action,2017-08-15,83,4.0,32
Splatoon 2,Switch,Action,2017-07-21,83,4.0,33
Destiny 2,PC,Action,2017-10-24,83,4.0,30
BYE-BYE BOXBOY!,3DS,Puzzle,2017-04-12,83,7.0,36
Xenoblade Chronicles 2,Switch,Role-Playing,2017-12-01,83,5.0,28
Horizon Zero Dawn: The Frozen Wilds,PS4,Role-Playing,2017-11-07,83,5.0,29
SUPERHOT,PS4,Action,2017-07-21,83,4.0,33
Path of Exile: The Fall of Oriath,XONE,Role-Playing,2017-08-24,83,5.0,32
The Legend of Heroes: Trails in the Sky the 3rd,PC,Role-Playing,2017-05-03,83,5.0,35
Gorogoa,Switch,Puzzle,2017-12-14,83,7.0,28
Steel Division: Normandy 44,PC,Strategy,2017-05-23,83,10.0,35
Resident Evil 7: biohazard,PC,Action Adventure,2017-01-23,83,3.0,39
Worms W.M.D,Switch,Strategy,2017-11-23,83,10.0,29
SOMA,XONE,Action Adventure,2017-12-01,82,3.0,28
Super Hydorah,XONE,Action,2017-09-20,82,4.0,31
L.A. Noire: The VR Case Files,PC,Adventure,2017-12-15,82,3.0,28
Project CARS 2,PS4,Racing,2017-09-22,82,1.0,31
Football Manager 2018,PC,Sports,2017-11-10,82,15.0,29
Dark Souls III: The Ringed City,PS4,Role-Playing,2017-03-28,82,5.0,37
Stellaris: Utopia,PC,Strategy,2017-04-06,82,10.0,36
Pyre,PC,Role-Playing,2017-07-25,82,5.0,33
Slime-san,Switch,Action Adventure,2017-06-08,82,3.0,34
Forza Motorsport 7,PC,Racing,2017-10-03,82,1.0,30
Thimbleweed Park,Switch,Adventure,2017-09-21,82,3.0,31
Shantae: Half-Genie Hero,Switch,Action,2017-06-08,82,4.0,34
Madden NFL 18,XONE,Sports,2017-08-22,82,15.0,32
Darkest Dungeon: The Crimson Court,PC,Role-Playing,2017-06-19,82,5.0,34
She Remembered Caterpillars,PC,Puzzle,2017-01-17,82,7.0,39
RIVE: Ultimate Edition,Switch,Action,2017-11-17,82,4.0,29
Tekken 7,XONE,Action,2017-06-02,81,4.0,34
Disgaea 5 Complete,Switch,Strategy,2017-05-23,81,10.0,35
Mario & Luigi: Superstar Saga + Bowser's Minions,3DS,Role-Playing,2017-10-06,81,5.0,30
Oxenfree,Switch,Action Adventure,2017-10-06,81,3.0,30
Teslagrad,Switch,Action,2017-12-07,81,4.0,28
Deus Ex: Mankind Divided - A Criminal Past,PS4,Action Adventure,2017-02-23,81,3.0,38
Rising Storm 2: Vietnam,PC,Action,2017-05-30,81,4.0,35
Cities: Skylines - PlayStation 4 Edition,PS4,Strategy,2017-08-15,81,10.0,32
VOEZ,Switch,Action,2017-03-09,81,4.0,37
Fire Emblem Echoes: Shadows of Valentia,3DS,Strategy,2017-05-19,81,10.0,35
Finding Paradise,PC,Role-Playing,2017-12-14,81,5.0,28
Reigns: Her Majesty,PC,Simulation,2017-12-06,81,14.0,28
Puyo Puyo Tetris,Switch,Puzzle,2017-04-25,81,7.0,36
Pro Evolution Soccer 2018,PC,Sports,2017-09-12,81,15.0,31
Assassin's Creed Origins,PS4,Action Adventure,2017-10-27,81,3.0,30
Stories Untold,PC,Adventure,2017-02-27,81,3.0,38
Slime Rancher,PC,Action,2017-08-01,81,4.0,32
Fast RMX,Switch,Racing,2017-03-03,81,1.0,37
Cities: Skylines - Xbox One Edition,XONE,Strategy,2017-04-21,81,10.0,36
Dishonored: Death of the Outsider,PC,Action Adventure,2017-09-14,81,3.0,31
Antihero,PC,Strategy,2017-07-10,81,10.0,33
Halo Wars: Definitive Edition,XONE,Strategy,2017-02-21,81,10.0,38
The Legend of Zelda: Breath of the Wild - The Champions' Ballad,Switch,Action Adventure,2017-12-07,81,3.0,28
Battle Chef Brigade,Switch,Action,2017-11-20,81,4.0,29
Endless Space 2,PC,Strategy,2017-05-19,80,10.0,35
"Snipperclips - Cut it out, together!",Switch,Puzzle,2017-03-03,80,7.0,37
Battle Brothers,PC,Strategy,2017-03-24,80,10.0,37
Darkwood,PC,Action Adventure,2017-07-17,80,3.0,33
The End Is Nigh,Switch,Action,2017-12-12,80,4.0,28
Ironcast,Switch,Puzzle,2017-08-10,80,7.0,32
Etrian Odyssey V: Beyond the Myth,3DS,Role-Playing,2017-10-17,80,5.0,30
Style Savvy: Styling Star,3DS,Simulation,2017-12-25,80,14.0,28
Gravity Rush 2,PS4,Action,2017-01-20,80,4.0,39
Tooth and Tail,PC,Strategy,2017-09-12,80,10.0,31
Blossom Tales: The Sleeping King,Switch,Action Adventure,2017-12-21,80,3.0,28
Danganronpa V3: Killing Harmony,VITA,Adventure,2017-09-26,80,3.0,31
The Sims 4: Cats & Dogs,PC,Simulation,2017-11-10,80,14.0,29
Ys Seven,PC,Role-Playing,2017-08-30,80,5.0,32
Rabi-Ribi,PS4,Action,2017-09-01,80,4.0,31
EVERYTHING,PS4,Action Adventure,2017-03-21,80,3.0,37
VVVVVV,Switch,Action,2017-11-17,80,4.0,29
TowerFall Ascension,XONE,Action,2017-01-25,80,4.0,39
Zero Escape: Zero Time Dilemma,PS4,Adventure,2017-08-18,80,3.0,32
LocoRoco 2 Remastered,PS4,Action,2017-12-09,79,4.0,28
The Metronomicon: Slay the Dance Floor,PS4,Action,2017-08-29,79,4.0,32
GoNNER,Switch,Action,2017-06-29,79,4.0,34
Life is Strange: Before the Storm - Episode 2: Brave New World,PS4,Action Adventure,2017-10-19,79,3.0,30
Splasher,PC,Action,2017-02-07,79,4.0,38
Wilson's Heart,PC,Action Adventure,2017-04-21,79,3.0,36
Pokken Tournament DX,Switch,Action,2017-09-22,79,4.0,31
Prey,PS4,General,2017-05-05,79,40.0,35
The Next Penelope,Switch,Action,2017-12-21,79,4.0,28
LocoRoco,PS4,Action,2017-05-09,79,4.0,35
Killing Floor 2,XONE,Action,2017-08-29,79,4.0,32
NieR: Automata - 3C3C1D119440927,PS4,Role-Playing,2017-05-02,79,5.0,35
Rock of Ages 2: Bigger & Boulder,PS4,Action,2017-08-28,79,4.0,32
Shooty Fruity,PS4,Action,2017-12-19,79,4.0,28
The Inner World: The Last Wind Monk,PC,Adventure,2017-10-20,79,3.0,30
ECHO,PS4,Action Adventure,2017-10-10,79,3.0,30
DOOM,Switch,Action,2017-11-10,79,4.0,29
Batman: The Enemy Within - The Telltale Series,PC,Adventure,2017-08-08,79,3.0,32
Nioh: Defiant Honor,PS4,Role-Playing,2017-07-25,79,5.0,33
Zwei: The Ilvard Insurrection,PC,Role-Playing,2017-10-31,79,5.0,30
Heat Signature,PC,Action,2017-09-21,79,4.0,31
Wonder Boy: The Dragon's Trap,PS4,Action Adventure,2017-04-18,79,3.0,36
Hearthstone: Heroes of Warcraft - Journey to Un'Goro,PC,Strategy,2017-04-06,79,10.0,36
High Hell,PC,Action,2017-10-23,79,4.0,30
Monster Hunter Stories,3DS,Role-Playing,2017-09-08,79,5.0,31
Golf Story,Switch,Action Adventure,2017-09-28,78,3.0,31
Pinball FX3,PS4,Action,2017-09-26,78,4.0,31
Doki Doki Literature Club!,PC,Adventure,2017-10-06,78,3.0,30
Fallout 4 VR,PC,Role-Playing,2017-12-11,78,5.0,28
Vanquish,PC,Action,2017-05-25,78,4.0,35
Super Rude Bear Resurrection,PS4,Action,2017-05-02,78,4.0,35
TumbleSeed,Switch,Action,2017-05-02,78,4.0,35
Blaster Master Zero,Switch,Action,2017-03-09,78,4.0,37
Candleman,XONE,Action,2017-02-01,78,4.0,38
Forma.8,PS4,Action,2017-02-23,78,4.0,38
Dragon's Dogma: Dark Arisen,PS4,Role-Playing,2017-10-03,78,5.0,30
DiRT 4,PC,Racing,2017-06-08,78,1.0,34
Marvel's Guardians of the Galaxy: The Telltale Series,PC,Action,2017-04-18,78,4.0,36
Darknet,PS4,Puzzle,2017-03-07,78,7.0,37
The Legend of Zelda: Breath of the Wild - The Master Trials,Switch,Action Adventure,2017-06-30,78,3.0,34
Little Nightmares,PS4,Action Adventure,2017-04-28,78,3.0,36
Atelier Shallie Plus: Alchemists of the Dusk Sea,VITA,Role-Playing,2017-01-17,78,5.0,39
Death Squared,Switch,General,2017-07-13,78,40.0,33
Bad Apple Wars,VITA,Adventure,2017-10-13,78,3.0,30
Life is Strange: Before the Storm - Episode 1: Awake,PS4,Action Adventure,2017-08-31,78,3.0,32
Vaporum,PC,Role-Playing,2017-09-28,78,5.0,31
Call of Duty: Black Ops III - Zombies Chronicles,PS4,Action,2017-05-16,78,4.0,35
Shadows of Adam,PC,Role-Playing,2017-02-23,78,5.0,38
Flywrench,PS4,Action,2017-02-14,78,4.0,38
Yomawari: Midnight Shadows,PS4,Action Adventure,2017-10-24,77,3.0,30
Graceful Explosion Machine,Switch,Action,2017-04-06,77,4.0,36
Elite: Dangerous,PS4,Simulation,2017-06-27,77,14.0,34
Tiny Barbarian DX,Switch,Action,2017-10-10,77,4.0,30
The Inner World,XONE,Adventure,2017-03-31,77,3.0,37
Linelight,PS4,Puzzle,2017-01-31,77,7.0,39
Apollo Justice: Ace Attorney,3DS,Adventure,2017-11-21,77,3.0,29
World of Final Fantasy,PC,Role-Playing,2017-11-21,77,5.0,29
Ittle Dew 2+,Switch,Role-Playing,2017-11-14,77,5.0,29
Lumo,Switch,Action,2017-11-14,77,4.0,29
ARMS,Switch,Action,2017-06-16,77,4.0,34
Poochy & Yoshi's Woolly World,3DS,Action,2017-02-03,77,4.0,38
Human Resource Machine,Switch,Puzzle,2017-03-16,77,7.0,37
LEGO City Undercover,PS4,Action Adventure,2017-04-04,77,3.0,36
Sniper Elite 4,PS4,Action,2017-02-14,77,4.0,38
Battlestar Galactica Deadlock,PC,Strategy,2017-08-31,77,10.0,32
Toukiden 2,PS4,Role-Playing,2017-03-21,77,5.0,37
Overcooked!: Special Edition,Switch,Action,2017-07-27,77,4.0,33
Spintires: MudRunner,PC,Simulation,2017-10-30,77,14.0,30
GNOG,PS4,Adventure,2017-05-02,77,3.0,35
Mantis Burn Racing,Switch,Racing,2017-11-23,77,1.0,29
Life is Strange: Before the Storm,PC,Action Adventure,2017-08-31,77,3.0,32
Aaero,PS4,Action,2017-04-11,77,4.0,36
Dragon Quest Heroes II,PS4,Action,2017-04-25,76,4.0,36
Torment: Tides of Numenera,PS4,General,2017-02-28,76,40.0,38
Secret World Legends,PC,Role-Playing,2017-06-26,76,5.0,34
2064: Read Only Memories,PS4,General,2017-01-17,76,40.0,39
Hob,PC,Action,2017-09-26,76,4.0,31
Master X Master,PC,Strategy,2017-06-21,76,10.0,34
For Honor,PC,Action Adventure,2017-02-13,76,3.0,38
L.A. Noire,PS4,Action Adventure,2017-11-14,76,3.0,29
Syberia,Switch,Adventure,2017-10-20,76,3.0,30
Chaos;Child,PS4,Adventure,2017-10-17,76,3.0,30
Battlefield 1: They Shall Not Pass,PC,Action,2017-03-14,76,4.0,37
ACA NeoGeo: Metal Slug 3,Switch,Action,2017-03-09,76,4.0,37
Call of Duty: Infinite Warfare - Sabotage,PS4,Action,2017-01-31,76,4.0,39
Nioh: Dragon of the North,PS4,Role-Playing,2017-05-02,76,5.0,35
Flinthook,PS4,Action,2017-04-14,76,4.0,36
Momodora: Reverie Under the Moonlight,PS4,Action,2017-03-16,76,4.0,37
Ever Oasis,3DS,Role-Playing,2017-06-23,76,5.0,34
Mighty Gunvolt Burst,Switch,Action,2017-06-15,76,4.0,34
Embers of Mirrim,Switch,Action,2017-12-07,76,4.0,28
The Evil Within 2,PS4,Action Adventure,2017-10-13,76,3.0,30
The Flame in the Flood: Complete Edition,PS4,Action Adventure,2017-01-17,76,3.0,39
Future Unfolding,PC,Action Adventure,2017-03-15,76,3.0,37
Serious Sam's Bogus Detour,PC,Action,2017-06-20,76,4.0,34
Full Throttle Remastered,PS4,Adventure,2017-04-18,76,3.0,36
Crawl,XONE,Role-Playing,2017-04-11,76,5.0,36
Diablo III: Rise of the Necromancer,PC,Role-Playing,2017-06-27,76,5.0,34
Mary Skelter: Nightmares,VITA,Role-Playing,2017-09-19,76,5.0,31
Floor Kids,Switch,Action,2017-12-07,76,4.0,28
Redout,XONE,Racing,2017-08-29,76,1.0,32
Unit 4,XONE,Action,2017-05-24,76,4.0,35
Dragon Ball: Xenoverse 2,Switch,Action,2017-09-22,75,4.0,31
Resident Evil 7: biohazard - Banned Footage Vol. 1,PS4,Action Adventure,2017-01-31,75,3.0,39
SUPERHOT VR,PS4,Action,2017-07-21,75,4.0,33
Resident Evil 7: biohazard - End of Zoe,PS4,Action Adventure,2017-12-12,75,3.0,28
NHL 18,PS4,Sports,2017-09-12,75,15.0,31
Middle-earth: Shadow of War,PC,Action Adventure,2017-10-09,75,3.0,30
The Mummy Demastered,Switch,Action,2017-10-24,75,4.0,30
A Rose in the Twilight,VITA,Action,2017-04-11,75,4.0,36
The Long Dark,PS4,Simulation,2017-08-01,75,14.0,32
Gran Turismo Sport,PS4,Racing,2017-10-17,75,1.0,30
Bulletstorm: Full Clip Edition,PS4,Action,2017-04-07,75,4.0,36
Bulb Boy,Switch,Adventure,2017-07-06,75,3.0,33
Stars in Shadow,PC,Strategy,2017-01-19,75,10.0,39
Ken Follett's The Pillars of the Earth,PS4,Adventure,2017-09-12,75,3.0,31
Utawarerumono: Mask of Truth,PS4,Strategy,2017-09-05,75,10.0,31
The Elder Scrolls Online: Morrowind,PS4,Role-Playing,2017-06-06,75,5.0,34
I Am Setsuna,Switch,Role-Playing,2017-03-03,75,5.0,37
Star Trek: Bridge Crew,PS4,Action Adventure,2017-05-30,75,3.0,35
Tokyo Xanadu eX+,PS4,Role-Playing,2017-12-08,75,5.0,28
Table Top Racing: World Tour,XONE,Racing,2017-03-10,75,1.0,37
Attentat 1942,PC,Adventure,2017-10-31,75,3.0,30
Ode,PC,Adventure,2017-11-27,75,3.0,29
Chime Sharp,XONE,Puzzle,2017-02-24,75,7.0,38
Dungeons 3,PC,Strategy,2017-10-13,75,10.0,30
Bleed,Switch,Action,2017-12-14,75,4.0,28
The Flame in the Flood,Switch,Action Adventure,2017-10-12,75,3.0,30
Life is Strange: Before the Storm - Episode 3: Hell is Empty,PC,Action Adventure,2017-12-20,75,3.0,28
Tokyo Xanadu,VITA,Role-Playing,2017-06-30,74,5.0,34
Story of Seasons: Trio of Towns,3DS,Strategy,2017-02-28,74,10.0,38
Alone With You,PC,Adventure,2017-02-09,74,3.0,38
A Hat in Time,XONE,Action,2017-12-06,74,4.0,28
Expeditions: Viking,PC,Role-Playing,2017-04-27,74,5.0,36
Gigantic,XONE,Strategy,2017-07-20,74,10.0,33
NBA 2K18,Switch,Sports,2017-09-15,74,15.0,31
Collar x Malice,VITA,General,2017-07-28,74,40.0,33
Super Cloudbuilt,XONE,Action Adventure,2017-07-28,74,3.0,33
Pinball FX 2: Star Wars Pinball - Rogue One,PS4,Action,2017-01-31,74,4.0,39
Milkmaid of the Milky Way,PC,Adventure,2017-01-04,74,3.0,39
God Wars: Future Past,PS4,Strategy,2017-03-28,74,10.0,37
SUPERBEAT: XONiC,Switch,Action,2017-11-21,74,4.0,29
Samurai Warriors: Spirit of Sanada,PS4,Action,2017-05-23,74,4.0,35
Chroma Squad,PS4,Strategy,2017-05-19,74,10.0,35
Implosion - Never Lose Hope,Switch,Action,2017-07-06,74,4.0,33
Atelier Firis: The Alchemist and the Mysterious Journey,PS4,Role-Playing,2017-03-07,74,5.0,37
Kamiko,Switch,Action Adventure,2017-04-27,74,3.0,36
Sparc,PS4,Sports,2017-08-29,74,15.0,32
Cat Quest,PS4,Role-Playing,2017-11-14,74,5.0,29
Oriental Empires,PC,Strategy,2017-09-14,74,10.0,31
Minecraft: Story Mode Season Two - Episode 2: Giant Consequences,PC,Adventure,2017-08-15,74,3.0,32
Mirage: Arcane Warfare,PC,Action,2017-05-23,74,4.0,35
Chicken Wiggle,3DS,Action,2017-08-17,73,4.0,32
Yo-kai Watch 2: Psychic Specters,3DS,Role-Playing,2017-09-29,73,5.0,31
Regalia: Of Men and Monarchs,PC,Role-Playing,2017-05-18,73,5.0,35
Mom Hid My Game!,Switch,Adventure,2017-12-21,73,3.0,28
Ashes Cricket,PS4,Sports,2017-11-16,73,15.0,29
Resident Evil: Revelations 2,Switch,Action Adventure,2017-11-28,73,3.0,29
Children of Zodiarcs,PC,Role-Playing,2017-07-18,73,5.0,33
Farming Simulator: Nintendo Switch Edition,Switch,Simulation,2017-11-07,73,14.0,29
LEGO Marvel Super Heroes 2,PS4,Action,2017-11-14,73,4.0,29
Demon Gaze II,PS4,Role-Playing,2017-11-14,73,5.0,29
Yono and the Celestial Elephants,Switch,Action Adventure,2017-10-12,73,3.0,30
SpellForce 3,PC,Strategy,2017-12-07,73,10.0,28
Starpoint Gemini Warlords,PC,Strategy,2017-05-23,73,10.0,35
Raiden V: Director's Cut,PS4,Action,2017-10-10,73,4.0,30
ClaDun Returns: This is Sengoku!,PS4,Role-Playing,2017-06-06,73,5.0,34
Call of Duty: WWII,PC,Action,2017-11-02,73,4.0,29
The Surge,PC,General,2017-05-16,72,40.0,35
CastleStorm: Virtual Reality,PS4,Strategy,2017-08-01,72,10.0,32
Tower 57,PC,Action,2017-11-16,72,4.0,29
88 Heroes,PS4,Action,2017-03-24,72,4.0,37
The Wardrobe,PC,Adventure,2017-02-15,72,3.0,38
Semispheres,Switch,Puzzle,2017-09-14,72,7.0,31
Matterfall,PS4,Action,2017-08-15,72,4.0,32
NBA Live 18,PS4,Sports,2017-09-15,72,15.0,31
Skylanders Imaginators,Switch,Action,2017-03-03,72,4.0,37
Tiny Trax,PS4,Racing,2017-07-25,72,1.0,33
Styx: Shards of Darkness,XONE,Action Adventure,2017-03-14,72,3.0,37
Patapon,PS4,Action,2017-08-01,72,4.0,32
Dream Daddy: A Dad Dating Simulator,PC,Simulation,2017-07-20,72,14.0,33
Batman: The Telltale Series,Switch,Adventure,2017-11-14,72,3.0,29
ECHO (2017),PC,Action Adventure,2017-09-19,72,3.0,31
The Count Lucanor,Switch,Action Adventure,2017-10-19,72,3.0,30
Megaton Rainfall,PS4,Action,2017-10-17,72,4.0,30
Narcosis,PC,Action Adventure,2017-03-28,72,3.0,37
Star Ocean 4: The Last Hope - 4K & Full HD Remaster,PS4,Role-Playing,2017-11-28,72,5.0,29
Just Dance 2017,Switch,Action,2017-03-03,72,4.0,37
Kingdoms and Castles,PC,Strategy,2017-07-20,72,10.0,33
Shadow Warrior 2,PS4,Action,2017-05-19,72,4.0,35
Dead Rising 4: Frank's Big Package,PS4,Action Adventure,2017-12-05,72,3.0,28
Kitty Powers' Matchmaker,PS4,Action,2017-02-07,72,4.0,38
Dimension Drive,Switch,Action,2017-12-07,72,4.0,28
Layton's Mystery Journey: Katrielle and The Millionaires' Conspiracy,3DS,Puzzle,2017-10-06,72,7.0,30
Albion Online,PC,Role-Playing,2017-07-17,72,5.0,33
Just Dance 2018,Switch,Action,2017-10-24,71,4.0,30
Senran Kagura: Estival Versus,PC,Action,2017-03-17,71,4.0,37
Minecraft: Story Mode Season Two - Episode 3: Jailhouse Block,PC,Adventure,2017-09-19,71,3.0,31
Titan Quest: Ragnarok,PC,Role-Playing,2017-11-17,71,5.0,29
Arktika.1,PC,Action,2017-10-10,71,4.0,30
Alwa's Awakening,PC,Action Adventure,2017-02-02,71,3.0,38
Aces of the Luftwaffe: Squadron,Switch,Action,2017-11-17,71,4.0,29
Kona,PS4,Action Adventure,2017-03-23,71,3.0,37
Never Stop Sneakin',Switch,Action Adventure,2017-12-14,71,3.0,28
Farpoint,PS4,Action,2017-05-16,71,4.0,35
Resident Evil 7: biohazard - Not a Hero,PS4,Action Adventure,2017-12-12,71,3.0,28
The Sexy Brutale,Switch,Adventure,2017-12-07,71,3.0,28
Aporia: Beyond The Valley,PC,Adventure,2017-07-19,71,3.0,33
OVIVO,PC,Action,2017-05-12,71,4.0,35
Little Inferno,Switch,Puzzle,2017-03-16,71,7.0,37
Cyberdimension Neptunia: 4 Goddesses Online,PS4,Role-Playing,2017-10-10,71,5.0,30
Portal Knights,PS4,Action,2017-05-23,71,4.0,35
Loot Rascals,PC,Action Adventure,2017-03-07,71,3.0,37
Lichtspeer: Double Speer Edition,Switch,Action Adventure,2017-09-07,71,3.0,31
Ruiner,PS4,Action,2017-09-26,71,4.0,31
Psychonauts in The Rhombus of Ruin,PS4,Action,2017-02-21,71,4.0,38
Mass Effect: Andromeda,PS4,Role-Playing,2017-03-21,71,5.0,37
Pro Cycling Manager 2017,PC,Sports,2017-06-15,71,15.0,34
Beat Cop,PC,Simulation,2017-03-30,71,14.0,37
Summon Night 6: Lost Borders,PS4,Role-Playing,2017-10-31,71,5.0,30
Robonauts,Switch,Action,2017-09-15,71,4.0,31
Songbringer,PS4,Action Adventure,2017-09-05,71,3.0,31
BUTCHER,Switch,Action,2017-09-28,70,4.0,31
Batman: The Enemy Within - Episode 1: The Enigma,PS4,Adventure,2017-08-08,70,3.0,32
ACA NeoGeo: Shock Troopers,Switch,Action,2017-03-09,70,4.0,37
Sundered,PS4,Action Adventure,2017-07-28,70,3.0,33
Resident Evil: Revelations,PS4,Action Adventure,2017-08-29,70,3.0,32
Naruto Shippuden: Ultimate Ninja Storm 4 - Road to Boruto Expansion,PS4,Action,2017-02-03,70,4.0,38
Time Recoil,Switch,Action,2017-10-26,70,4.0,30
